poolId,latitude,longitude,poolStatus,sourceVisitId,sourceSurveyId,updatedAt,visitId,visitUserName,visitUserId,visitPoolId,visitDate,visitLocatePool,visitCertainty,visitNavMethod,visitDirections,visitLocationComments,visitCoordSource,visitLatitude,visitLongitude,visitVernalPool,visitPoolType,visitInletType,visitOutletType,visitForestUpland,visitForestCondition,visitHabitatAgriculture,visitHabitatLightDev,visitHabitatHeavyDev,visitHabitatPavedRd,visitHabitatDirtRd,visitHabitatPowerline,visitHabitatOther,visitHabitatComment,visitMaxDepth,visitWaterLevelObs,visitHydroPeriod,visitMaxWidth,visitMaxLength,visitPoolTrees,visitPoolShrubs,visitPoolEmergents,visitPoolFloatingVeg,visitSubstrate,visitDisturbDumping,visitDisturbSiltation,visitDisturbVehicleRuts,visitDisturbRunoff,visitDisturbDitching,visitDisturbOther,visitWoodFrogAdults,visitWoodFrogLarvae,visitWoodFrogEgg,visitWoodFrogEggHow,visitSpsAdults,visitSpsLarvae,visitSpsEgg,visitSpsEggHow,visitJesaAdults,visitJesaLarvae,visitJesaEgg,visitJesaEggHow,visitBssaAdults,visitBssaLarvae,visitBssaEgg,visitBssaEggHow,visitFairyShrimp,visitFingerNailClams,visitSpeciesOther1,visitSpeciesOther2,visitSpeciesComments,visitFish,visitFishCount,visitFishSizeSmall,visitFishSizeMedium,visitFishSizeLarge,visitPoolPhoto,createdAt,updatedAt,visitPoolMapped,visitUserIsLandowner,visitLandownerPermission,visitLandowner,visitTownId,visitFishSize,visitWoodFrogPhoto,visitWoodFrogNotes,visitSpsPhoto,visitSpsNotes,visitJesaPhoto,visitJesaNotes,visitBssaPhoto,visitBssaNotes,visitFairyShrimpPhoto,visitFairyShrimpNotes,visitFingerNailClamsPhoto,visitFingerNailClamsNotes,visitNavMethodOther,visitPoolTypeOther,visitSubstrateOther,visitSpeciesOtherName,visitSpeciesOtherCount,visitSpeciesOtherPhoto,visitSpeciesOtherNotes,visitLocationUncertainty,visitObserverUserName,visitWoodFrogiNat,visitSpsiNat,visitJesaiNat,visitBssaiNat,visitFairyShrimpiNat,visitFingerNailClamsiNat,visitSpeciesOtheriNat
KWN262,44.417460,-72.446140,Probable,229,0,2021-03-24 10:41:49.661715,229,ADMIN-KWN,0,KWN262,2012-02-20,0,,,,May be shadow,potential vernal pools in Woodbury.shp,44.41746008,-72.44613986,,,,,,,f,f,f,f,f,f,,visited & confirmed-AE,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,77,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
NEW380,43.634260,-73.121860,Confirmed,1730,0,2021-03-24 10:41:49.661715,1730,sfaccio@vtecostudies.org,0,NEW380,2018-04-22,true,Certain,GPS,Blueberry Hill WMA,"",GPS,43.63426000,-73.12186000,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Deciduous,Minor logging,,,,,,,,,Shin-deep,More than 50%,Ephemeral,10,50,75,10,,,Leaf litter,,,,,,,1,0,1,Counted,0,0,3,Counted,0,0,,,0,0,,,0,0,,,Pool seems borderline in terms of amphibian productivity and hydroperiod length,,,,,,https://s3.amazonaws.com/vpatlas.photos/NEW380/1730/Pool.1?1569605769154,2019-08-23 15:21:57.819566,2021-03-18 22:32:48.033599,t,f,t,"{""visitLandownerName"": ""VT Fish & Wildlife"", ""visitLandownerEmail"": """", ""visitLandownerPhone"": """", ""visitLandownerAddress"": """"}",246,,,,,,,,,,,,,,"",,,,,,,"",,,,,,,,
SDF731,43.935100,-72.401960,Confirmed,1627,0,2021-03-24 10:41:49.661715,1627,Matt Peters,0,SDF731,2011-06-08,1,Certain,GPS,"Access up Brocklebank road from south end (Tunbridge), follow up Quarry road past pond, take next major right turn up to large gate, park. follow road and skid trails, GPS. dense awful bushwacking offtrail.",original coordinates off slightly,GPS,43.93510000,-72.40196000,Yes,Pool associated with larger wetland complex,No Inlet,No Outlet,Deciduous,Major logging,f,f,f,f,f,f,,"more or less clearcut all around 10-20 years ago, regen 20-30 ft tall, 1-3 in dbh",3-4 Feet,More than 50%,Semi-permanent,65,90,0,5,20,20,Leaf litter,f,f,f,f,f,,,1,,,,0,16,Counted,,0,,,,0,,,0,1,caddis fly larvae,,"15m NW of large red maple black ash seepage-pool is separate basin though. Large floating sphagnous mats in pool, very tannic water/duckweed caused poor visibility- probably many more eggs- inaccessible due to depth. Red Spruce regen at pool edge.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,116,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF799,43.774180,-72.406000,Confirmed,1649,0,2021-03-24 10:41:49.661715,1649,michaellewsmith,0,SDF799,2011-05-05,1,Certain,GPS,,,GPS,43.77418000,-72.40600000,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,,2-3 Feet,Full,Ephemeral,35,100,,,2,,Leaf litter,f,f,f,f,f,,,0,40,Estimated,,0,75,Estimated,,0,,,,0,,,0,0,,,May be semi-permanent.  Very large productive pool  Very nice.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,135,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF800,43.773580,-72.406070,Confirmed,1650,0,2021-03-24 10:41:49.661715,1650,michaellewsmith,0,SDF800,2011-05-05,1,Certain,GPS,,,GPS,43.77358000,-72.40607000,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,,12-24 Inches,Full,Ephemeral,30,100,,,,,Leaf litter,f,f,f,f,f,,,0,50,Estimated,,0,40,Estimated,,0,,,,0,,,0,0,,,"Very nice, large pool.  Not as deep as SSF799 (about 30 away) but very productive.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,135,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF811,43.705250,-72.455620,Confirmed,1651,0,2021-03-24 10:41:49.661715,1651,sfaccio,0,SDF811,2012-04-13,1,Certain,GPS,Bunker Hill summit.,"Big, deep pool.",GPS,43.70525000,-72.45562000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Undisturbed,f,f,f,f,f,f,,,2-3 Feet,More than 50%,Semi-permanent,35,70,,2,5,,Leaf litter,f,f,f,f,f,,30,0,250,Estimated,,0,100,Estimated,,0,30,Estimated,,0,,,0,0,Caddisfly larvae,,Full chorus of wood frogs.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,206,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF825,43.581530,-72.399220,Confirmed,1653,0,2021-03-24 10:41:49.661715,1653,greenberg,0,SDF825,2011-06-01,1,Pretty Sure,GPS,"About 300 yards south of the home of Caron Trachtenberg, property owner",Our GPS data and data on DNR website do not match exactly but we feel this is the one referred as SDF 825  Our GPS data was within 30 feet.,GPS,43.58153000,-72.39922000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Undisturbed,f,f,f,f,f,f,,,,More than 50%,Semi-permanent,25,40,1,3,,,,f,f,f,f,f,few downed trees,,1,,,,0,16,Counted,,0,,,,0,,,0,1,,,"red eft observed in pool
Unidentified arthropod?",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,145,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF843,43.532620,-72.421400,Confirmed,1656,0,2021-03-24 10:41:49.661715,1656,greenberg,0,SDF843,2010-05-12,1,Certain,GPS,0.42 miles NE of our home (14 Vireo View).,,,43.53262000,-72.42140000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,There is a snow mobile trail about 20 feet NE of the pool edge.,2-3 Feet,More than 50%,Semi-permanent,20,50,0,0,2,50,Leaf litter,f,f,f,f,f,none,,1,,,,0,27,Counted,,0,,,,0,,,0,0,,,The pool was too deep for my waders so I did not complete a comprehensive survey of egg masses.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,145,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF850,44.136976,-72.697580,Confirmed,1657,0,2021-03-24 10:41:49.661715,1657,Matt Peters,0,SDF850,2011-06-07,1,Certain,GPS,"Drive up McKain rd as far as possible (currently washed out)park follow up to camp/house, follow trails and bushwack to site.",,VT ANR Mapping Website,44.13697600,-72.69758000,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Mixed,Minor logging,f,f,f,f,f,f,,minor cutting ~100m away,12-24 Inches,More than 50%,Ephemeral,40,80,5,0,5,0,Leaf litter,f,f,f,f,f,,,1,,,,0,70,Counted,,0,,,,0,,,0,0,caddis fly larvae,aquatic red mites,"Extremely tannic water impaired visibility, surprisingly egg rich for size. Surrounded by dense spruce saplings. Other obvious pools to north on property are old beaver ponds- checked one superabundant Spotteds egg masses but also large rainbow trout!",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,233,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF871,44.355927,-72.503283,Confirmed,1658,0,2021-03-24 10:41:49.661715,1658,Matt Peters,0,SDF871,2011-06-06,1,Certain,GPS,not sure of formal access. I parked on Bliss Pond Rd to the south and accessed acrossed private land following GPS to site.,Calais Town Forestland,VT ANR Mapping Website,44.35592700,-72.50328300,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,"another smaller, less productive pool very nearby.",2-3 Feet,More than 50%,Semi-permanent,60,130,25,2,15,0,Leaf litter,f,f,f,f,f,,,1,,,,0,42,Counted,,0,,,,0,,,0,1,caddis fly larvae,"predaceous diving beetle larvae, adult green frogs, daphnia, copepods, aquatic red mites","Very nice classic pool, abundant tadpoles. Nice black ash in pool emerging from water. Another smaller pool close by",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,81,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF885,44.245250,-72.445340,Confirmed,1660,0,2021-03-24 10:41:49.661715,1660,Matt Peters,0,SDF885,2010-06-03,1,Certain,GPS,Park at owners house (2141 Lower Rd) follow GPS to site.,,GPS,44.24525000,-72.44534000,Yes,Pool associated with larger wetland complex,No Inlet,No Outlet,Mixed,Undisturbed,f,f,f,f,f,f,overgrown pasture,"Surrounding area open toward north end, overgrown pasture. Forested at south end.",2-3 Feet,More than 50%,Permanent,40,275,2,30,40,10,Leaf litter,f,f,f,f,f,none,,0,,,,0,24,Counted,,0,,,,0,,,0,0,Green Frog,leaches,old beaver sign around pool including small old lodge at pool edge. Pool crosses property boundary to south (no contact with that owner). Pool grades into shrub swamp of willows and reed canary grass. SPSA eggs all hatched,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,96,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF886,44.235384,-72.448664,Eliminated,1661,0,2021-03-24 10:41:49.661715,1661,Matt Peters,0,SDF886,2010-06-03,1,Certain,GPS,Park on Gonyeau Rd. near intersection with Middle Rd.Pool visible from road down the embankment.,,VT ANR Mapping Website,44.23538400,-72.44866400,Dont Know,Manmade,No Inlet,No Outlet,Deciduous,Minor logging,f,f,f,f,t,f,,"No obligate indicators found but could have fairy shrimp if checked early, unlikely to support amphibians, very short hydroperiod.",6-12 Inches,Dry,Ephemeral,15,50,2,0,70,0,Leaf litter,t,f,f,f,f,possible digging/ culvert  according to owner,,0,,,,0,,,,0,,,,0,,,0,0,caddisfly larvae,,"Very short hydroperiod, could support fairy shrimp, but too late to tell. owner and neighbors say it holds water early. Roads on 2 sides. Rich hardwood forest adjacent, including sugarbush.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,96,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN472,43.838300,-72.412300,Duplicate,400,0,2021-03-24 10:41:49.661715,400,ADMIN-KWN,0,KWN472,2012-02-20,0,,,,Same as Pool NEW34,VCE_VP.shp,43.83830000,-72.41230000,,,,,,,f,f,f,f,f,f,,,,,,,,,,,,,f,f,f,f,f,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,"{""disabled"": true}",129,,,,,,,,,,,,,,,,,,0,,,,sfaccio,,,,,,,
KWN19,44.500020,-73.237330,Confirmed,1731,0,2021-03-24 10:41:49.661715,1731,sfaccio@vtecostudies.org,0,KWN19,2018-04-13,true,Certain,GPS,"SE of North Ave. Alliance Church, about 50m from parking lot.","",GPS,44.50002000,-73.23733000,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Mixed,,,,t,t,,,,80% deciduous. Within 100m of North Ave,Knee-deep,More than 50%,Ephemeral,60,120,5,10,1,,Leaf litter,,,,,,,75,0,60,Estimated,0,0,,,0,0,,,0,0,,,0,0,,,Spermatophores present. 75-100 wood frogs chorusing.,,,,,,,2019-08-23 15:29:28.547123,2021-03-18 22:32:48.033599,t,f,t,"{""visitLandownerName"": ""Burlington Park and Rec "", ""visitLandownerEmail"": """", ""visitLandownerPhone"": """", ""visitLandownerAddress"": """"}",209,,,,,,,,,,,,,,"",,,,,,,"",,,,,,,,
SDF887,44.235340,-72.453530,Confirmed,1662,0,2021-03-24 10:41:49.661715,1662,Matt Peters,0,SDF887,2010-05-28,1,Pretty Sure,Prior Knowledge,"Park along Middle Rd. next junction with Gonyeau, by cable strung between trees. Follow path behind cable and GPS to pool.",Owner took me to many pools within property- this is probably the one that corresponds to the potential point.,GPS,44.23534000,-72.45353000,Yes,Pool associated with larger wetland complex,No Inlet,Ephemeral Outlet,Mixed,Minor logging,f,f,f,f,f,f,none,"Past logging up to pool edge maybe 10-15 yrs ago. Larger wetland area is innundated early and owner has seen eggs in many places, currently only along one deeper, less vegetated edge that may be the smaller more functional pool habitat.",12-24 Inches,Less than 50%,Ephemeral,80,200,10,15,60,0,Leaf litter,f,f,f,f,f,none,,0,,,,0,24,Counted,,0,,,,0,,,0,0,,,"Owner says Jeff/blue spot hybrids known from property because Susan Sawyer (project volunteer) hatched out eggs from the site and Ided the larvae. Owner also says hes seen wood frogs in the pool in past, but none observed.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,96,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF888,44.235140,-72.455570,Confirmed,1663,0,2021-03-24 10:41:49.661715,1663,Matt Peters,0,SDF888,2010-05-28,1,Certain,GPS,"Park along Middle Rd.  Follow GPS, some trails from adjoining Clark Property lead nearby.",,GPS,44.23514000,-72.45557000,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Mixed,Minor logging,f,f,f,f,f,f,none,"Was cleared up to pool edge in past, now all dense small pole timber. Pool sits between bedrocks ledges",> 4 Feet,More than 50%,Permanent,30,100,0,0,2,95,Bedrock,f,f,f,f,f,none,,1,,,,0,,,,0,,,,0,,,0,1,,,"Visibility highly obscured by almost total duckweed cover. Neighbor and project volunteer,Allen Clark, says it is very productive, especially of frogs, and suspects a spring underneath keeps it full all year.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,96,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF948,43.703060,-72.441220,Confirmed,1666,0,2021-03-24 10:41:49.661715,1666,sfaccio,0,SDF948,2012-04-13,1,Certain,GPS,Matthews Property off Handy Rd.,,GPS,43.70306000,-72.44122000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Deciduous,Minor logging,f,f,f,f,f,f,,,12-24 Inches,More than 50%,Ephemeral,12,40,,,,20,Leaf litter,f,f,f,f,f,,12,0,,,,0,,,,0,,,,0,,,0,0,Spermatophores present in several clumps,,Floating algae and leaves inhibited visibility.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,206,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
NEW401,43.638162,-72.409392,Probable,1771,0,2021-03-24 10:41:49.661715,1771,kpmcfarland,0,NEW401,2020-03-29,false,"","",NW of Quechee Gorge bridge viewable from rt 4,"",Google Earth,43.63816200,-72.40939200,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Undisturbed,,t,,t,t,,,,Hip-deep,More than 50%,Ephemeral,10,50,,,,,Leaf litter,,,,,t,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,search pool and found no egg masses yet. Ice still in middle. ,,,,,,https://s3.amazonaws.com/vpatlas.photos/NEW401/1771/Pool.1?1586095927493,2020-03-31 15:42:19.171484,2021-03-18 22:32:48.033599,f,f,t,"{""visitLandownerName"": ""Vermont ANR, Quechee Gorge State Park"", ""visitLandownerEmail"": """", ""visitLandownerPhone"": """", ""visitLandownerAddress"": """"}",140,,,,,,,,,,,,,,"",,,,,,,10,kpmcfarland,,,,,,,
SDF949,43.702980,-72.440750,Confirmed,1667,0,2021-03-24 10:41:49.661715,1667,sfaccio,0,SDF949,2012-04-13,1,Certain,GPS,Matthews Property off Handy Rd.,Nice pool.,GPS,43.70298000,-72.44075000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Minor logging,f,f,f,f,f,f,,"Mostly surrounded by N. Hardwoods, but on edge of small red pine stand.",12-24 Inches,More than 50%,Ephemeral,15,65,,,,,Leaf litter,f,f,f,f,f,,,0,75,Estimated,,0,20,Estimated,,0,20,Estimated,,0,,,0,0,Caddisfly larvae,,~20% dead embryos in Jeff eggs.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,206,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF954,43.696120,-72.480710,Confirmed,1669,0,2021-03-24 10:41:49.661715,1669,sfaccio,0,SDF954,2012-04-13,1,Certain,GPS,Thistle Hill summit N of AT,Nice ridgetop pool.,GPS,43.69612000,-72.48071000,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,Nice rich N. Hardwoods.,6-12 Inches,More than 50%,Ephemeral,20,50,,2,5,,Leaf litter,f,f,f,f,f,,,0,125,Estimated,,0,50,Estimated,,0,30,Estimated,,0,,,0,1,Caddis larvae,water boatman,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,206,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF955,43.692547,-72.479531,Eliminated,1784,0,2021-03-24 10:41:49.661715,1670,sfaccio,0,SDF955,2010-05-31,1,Certain,GPS,N. of App. Trail on Thistle Hill ridgeline.,Entered for Kent McFarland.,GPS,43.69254500,-72.47952900,Yes,Isolated Forest Depression,No Inlet,No Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,A few red spruce in wetland.,12-24 Inches,Less than 50%,Semi-permanent,30,100,15,50,0,0,Leaf litter,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,1,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,206,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF956,43.692837,-72.478949,Confirmed,1783,0,2021-03-24 10:41:49.661715,1671,sfaccio,0,SDF956,2010-05-31,1,Certain,GPS,N. of App. Trail on Thistle Hill ridgeline.,Long hike! Entered for Kent McFarland.,GPS,43.69284000,-72.47895000,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,,12-24 Inches,Less than 50%,Ephemeral,20,30,0,0,0,0,Leaf litter,f,f,f,f,f,,,1,,,,0,,,,0,,,,0,,,0,1,,,hundreds of wood frog tadpoles present,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,206,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF992,43.618640,-72.502561,Confirmed,1789,0,2021-03-24 10:41:49.661715,1789,kpmcfarland,0,SDF992,2020-04-07,false,Certain,Prior Knowledge,"","",VPAtlas Map Marker,43.61864000,-72.50256100,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Undisturbed,,,,,,,,,Hip-deep,Full,Ephemeral,,,,,,,,,,,,,,20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,https://s3.amazonaws.com/vpatlas.photos/SDF992/1789/Pool.1?1586356542171,2020-04-08 14:35:29.907324,2021-03-18 22:32:48.033599,t,f,f,"{""disabled"": true}",207,,,no eggs found. adults calling. ,,,,,,,,,,,"",,,,0,,,"",kpmcfarland,https://www.inaturalist.org/observations/41684948,,,,,,
KWN1002,44.063968,-72.319629,Potential,12,0,2021-03-24 10:41:49.661715,12,ADMIN-KWN,0,KWN1002,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.06396806,-72.31962928,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN1003,44.064311,-72.319061,Potential,13,0,2021-03-24 10:41:49.661715,13,ADMIN-KWN,0,KWN1003,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.06431139,-72.31906065,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN101,42.926661,-72.546120,Probable,20,0,2021-03-24 10:41:49.661715,20,ADMIN-KWN,0,KWN101,2012-02-20,0,,,,,Dum_VP.shp  ; 2/2008,42.92666134,-72.54612026,,,,,,,f,f,f,f,f,f,,WF:53/SS:1111/JS:0,,,,,,,,,,,f,f,f,f,f,,,0,53,,,0,9999,,,0,0,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,182,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN1026,44.027351,-72.258148,Potential,38,0,2021-03-24 10:41:49.661715,38,ADMIN-KWN,0,KWN1026,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.02735054,-72.25814768,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN1027,44.026793,-72.258496,Potential,39,0,2021-03-24 10:41:49.661715,39,ADMIN-KWN,0,KWN1027,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.02679265,-72.25849637,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN1028,44.018344,-72.365297,Potential,40,0,2021-03-24 10:41:49.661715,40,ADMIN-KWN,0,KWN1028,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.01834369,-72.36529657,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN1029,44.017491,-72.364213,Potential,41,0,2021-03-24 10:41:49.661715,41,ADMIN-KWN,0,KWN1029,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.01749074,-72.36421295,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN103,42.936634,-72.541195,Probable,42,0,2021-03-24 10:41:49.661715,42,ADMIN-KWN,0,KWN103,2012-02-20,0,,,,,Dum_VP.shp  ; 2/2008,42.93663440,-72.54119462,,,,,,,f,f,f,f,f,f,,WF:75/SS:15/JS:5,,,,,,,,,,,f,f,f,f,f,,,0,75,,,0,15,,,0,5,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,182,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1745,42.776390,-72.723740,Eliminated,1733,0,2021-03-24 10:41:49.661715,1733,sfaccio@vtecostudies.org,0,SDF1745,2019-04-23,true,Certain,GPS,Saddle of Jolly Mt,"",GPS,42.77639000,-72.72374000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,2019-09-27 15:15:17.093265,2021-03-18 22:32:48.033599,t,f,t,"{""visitLandownerName"": ""Susan Kelly"", ""visitLandownerEmail"": """", ""visitLandownerPhone"": """", ""visitLandownerAddress"": """"}",193,,,,,,,,,,,,,,"",Holds water briefly in spring but dries quickly,,,,,,"",Susan Kelly,,,,,,,
KWN1030,44.018730,-72.364535,Potential,43,0,2021-03-24 10:41:49.661715,43,ADMIN-KWN,0,KWN1030,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.01872993,-72.36453482,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN1031,44.018869,-72.365409,Potential,44,0,2021-03-24 10:41:49.661715,44,ADMIN-KWN,0,KWN1031,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.01886940,-72.36540922,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN1032,44.011162,-72.308670,Potential,45,0,2021-03-24 10:41:49.661715,45,ADMIN-KWN,0,KWN1032,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.01116207,-72.30867027,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
