poolId,latitude,longitude,poolStatus,sourceVisitId,sourceSurveyId,updatedAt,visitId,visitUserName,visitUserId,visitPoolId,visitDate,visitLocatePool,visitCertainty,visitNavMethod,visitDirections,visitLocationComments,visitCoordSource,visitLatitude,visitLongitude,visitVernalPool,visitPoolType,visitInletType,visitOutletType,visitForestUpland,visitForestCondition,visitHabitatAgriculture,visitHabitatLightDev,visitHabitatHeavyDev,visitHabitatPavedRd,visitHabitatDirtRd,visitHabitatPowerline,visitHabitatOther,visitHabitatComment,visitMaxDepth,visitWaterLevelObs,visitHydroPeriod,visitMaxWidth,visitMaxLength,visitPoolTrees,visitPoolShrubs,visitPoolEmergents,visitPoolFloatingVeg,visitSubstrate,visitDisturbDumping,visitDisturbSiltation,visitDisturbVehicleRuts,visitDisturbRunoff,visitDisturbDitching,visitDisturbOther,visitWoodFrogAdults,visitWoodFrogLarvae,visitWoodFrogEgg,visitWoodFrogEggHow,visitSpsAdults,visitSpsLarvae,visitSpsEgg,visitSpsEggHow,visitJesaAdults,visitJesaLarvae,visitJesaEgg,visitJesaEggHow,visitBssaAdults,visitBssaLarvae,visitBssaEgg,visitBssaEggHow,visitFairyShrimp,visitFingerNailClams,visitSpeciesOther1,visitSpeciesOther2,visitSpeciesComments,visitFish,visitFishCount,visitFishSizeSmall,visitFishSizeMedium,visitFishSizeLarge,visitPoolPhoto,createdAt,updatedAt,visitPoolMapped,visitUserIsLandowner,visitLandownerPermission,visitLandowner,visitTownId,visitFishSize,visitWoodFrogPhoto,visitWoodFrogNotes,visitSpsPhoto,visitSpsNotes,visitJesaPhoto,visitJesaNotes,visitBssaPhoto,visitBssaNotes,visitFairyShrimpPhoto,visitFairyShrimpNotes,visitFingerNailClamsPhoto,visitFingerNailClamsNotes,visitNavMethodOther,visitPoolTypeOther,visitSubstrateOther,visitSpeciesOtherName,visitSpeciesOtherCount,visitSpeciesOtherPhoto,visitSpeciesOtherNotes,visitLocationUncertainty,visitObserverUserName,visitWoodFrogiNat,visitSpsiNat,visitJesaiNat,visitBssaiNat,visitFairyShrimpiNat,visitFingerNailClamsiNat,visitSpeciesOtheriNat
KWN504,44.330801,-72.719513,Confirmed,421,0,2021-03-24 10:41:49.661715,421,michaellewsmith,0,KWN504,2012-04-25,1,Certain,GPS,Putnam SF,,GPS,44.33080100,-72.71951300,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Undisturbed,f,f,f,f,f,f,,,6-12 Inches,More than 50%,Ephemeral,30,70,,,40,,Leaf litter,f,f,f,f,f,,,0,5,Counted,,0,,,,0,,,,0,,,0,1,,,"Not very deep.  No sign of sallies, though habitat isok.  Sufficient hydroperiod likely only in wetter years.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,89,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN505,44.334939,-72.719613,Confirmed,422,0,2021-03-24 10:41:49.661715,422,michaellewsmith,0,KWN505,2012-04-25,1,Certain,GPS,Putnam SF,,GPS,44.33493900,-72.71961300,Yes,Isolated Forest Depression,No Inlet,No Outlet,Coniferous,Undisturbed,f,f,f,f,f,f,,,6-12 Inches,More than 50%,Ephemeral,10,30,,,,,Leaf litter,f,f,f,f,f,,,0,1,Counted,,0,2,Counted,,0,,,,0,,,0,0,Oligochaete worms,,Very small pool. Marginal habitat. Sufficient hydroperiod likely only in very wet years.  Tannic.  Sallie eggs laid attached to a dead wood frog !,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,89,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN506,44.334145,-72.726231,Confirmed,423,0,2021-03-24 10:41:49.661715,423,michaellewsmith,0,KWN506,2012-04-25,1,Certain,GPS,Putnam SF,,GPS,44.33414500,-72.72623100,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,,< 6 Inches,More than 50%,Ephemeral,15,50,,3,15,,Leaf litter,f,f,f,f,f,,,0,2,Counted,,0,,,,0,,,,0,,,0,0,,,"Shallow.  Fits definition of VP, but very marginal habitat.  Small, not very diverse. Sufficient hydroperiod likely only in the wettest of years.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,89,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN507,44.333340,-72.731330,Confirmed,424,0,2021-03-24 10:41:49.661715,424,michaellewsmith,0,KWN507,2012-04-25,1,Certain,GPS,Putnam SF,,GPS,44.33334000,-72.73133000,Yes,Pool associated with larger wetland complex,Ephemeral Inlet,Ephemeral Outlet,Mixed,Undisturbed,f,f,f,f,f,f,,,6-12 Inches,More than 50%,Ephemeral,50,175,30,10,10,10,Leaf litter,f,f,f,f,f,,,0,10,Estimated,,0,,,,0,,,,0,,,0,1,May flies,,May be semi-permanent.  Large and significant VP. On end of small RMBA swamp. Cant get good egg counts due to lack of visibility but likely a lot of activity here. Likely many more eggs than recorded.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,89,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN574,44.642093,-72.510541,Confirmed,462,0,2021-03-24 10:41:49.661715,462,michaellewsmith,0,KWN574,2012-04-16,1,Certain,GPS,,,GPS,44.64209300,-72.51054100,Yes,Isolated Forest Depression,Ephemeral Inlet,Ephemeral Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,,6-12 Inches,More than 50%,Ephemeral,60,100,30,30,80,,Leaf litter,f,f,t,f,t,,2,0,20,Estimated,,0,,,,0,,,,0,,,0,1,Peepers,,"Spotted sallie eggs likely present , too early at time of visit.  Really a small headwaters swamp with VP habitat.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,64,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
MLS724,43.847378,-73.037113,Confirmed,1752,0,2021-03-24 10:41:49.661715,1752,kevtolan,0,MLS724,2019-05-30,true,Certain,GPS,Pool is about .25 miles north of the end of Fay Road. ,"Actually a complex of 4 pools, this is the largest. The other 3 are about 50ft^2 each.",GPS,43.84737800,-73.03711300,Yes,Isolated Forest Depression,No Inlet,No Outlet,Deciduous,Undisturbed,,,,,,,,,Knee-deep,Full,,80,20,5,5,,,Leaf litter,,,,,,,0,1,,,0,0,38,Counted,0,0,,,0,0,,,0,0,,,,,,,,,,2019-10-28 15:06:47.270733,2021-03-18 22:32:48.033599,t,f,t,"{""visitLandownerName"": ""Public Land"", ""visitLandownerEmail"": """", ""visitLandownerPhone"": """", ""visitLandownerAddress"": """"}",240,,,,,,,,,,,,,,"",,,,,,,"",Joe Cahill,,,,,,,
KWN531,43.481590,-72.686410,Confirmed,436,0,2021-03-24 10:41:49.661715,436,sfaccio,0,KWN531,2013-05-06,1,Certain,GPS,NE of Camp Plymouth State Park,Ridgetop pool surrounded by heavy logging.,GPS,43.48159000,-72.68641000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Major logging,f,f,f,f,f,f,,"Heavy logging on all sides of pool, although a 30-40m buffer was left.",6-12 Inches,More than 50%,Ephemeral,30,130,5,0,0,0,Leaf litter,f,f,f,f,f,,2,1,35,Estimated,,0,25,Estimated,,0,,,,0,,,0,0,caddis larvae,,Surface film on water impeded visibility.  High density of caddis larvae.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,146,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN532,43.482780,-72.696210,Confirmed,437,0,2021-03-24 10:41:49.661715,437,sfaccio,0,KWN532,2013-05-06,1,Certain,GPS,500m east of Echo Lake,Small pool.,GPS,43.48278000,-72.69621000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Undisturbed,f,f,f,f,f,f,,"Tiny pool, marginal at best.",6-12 Inches,More than 50%,Ephemeral,12,25,0,0,0,0,Leaf litter,f,f,f,f,f,,,0,1,Counted,,0,5,Counted,,0,,,,0,,,0,0,mosquito larvae,,"Marginal pool, probably only productive in wet years.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,146,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN539,43.176160,-72.884560,Confirmed,442,0,2021-03-24 10:41:49.661715,442,sfaccio,0,KWN539,2012-05-17,1,Certain,GPS,Along Winhall Hollow Rd.,,GPS,43.17616000,-72.88456000,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Deciduous,Undisturbed,f,f,f,t,f,f,,On E. side of Winhall Hollow Rd.,12-24 Inches,Full,Ephemeral,20,60,,,,,Leaf litter,f,f,f,f,f,,,1,,,,0,,,,0,,,,0,,,0,0,Caddisfly Larvae,Green Frogs,Tons of wood frog tadpoles. Suspect Spotted salamanders present as well but saw no eggs.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,166,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN541,44.303650,-72.329796,Confirmed,446,0,2021-03-24 10:41:49.661715,445,Matt Peters,0,KWN541,2011-05-09,1,Certain,GPS,"Drive along railbed trail from Marshfield or Lanesboro, park in convenient spot near base of large old logging road which diverges to south. Follow logging rd and GPS to pool near ridgeline.",checked pool since I was in the area even though already known.,VT ANR Mapping Website,44.30364900,-72.32979600,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,Very old skid trail to SW 100m. Very old stumps at pool edge.,2-3 Feet,Full,Ephemeral,60,80,0,0,5,0,Leaf litter,f,f,f,f,f,,,0,14,Counted,,0,13,Counted,,0,,,,0,,,0,0,caddisfly larvae,mosquito larvae in abundance,"Beautiful classic isolated woodland pool, perched in small ledge. Deep now but litter color and veg in pool suggest rapid decline in water level. SPSA eggs also in deepest part attached near the bottom.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,90,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN541,44.303650,-72.329796,Confirmed,446,0,2021-03-24 10:41:49.661715,446,ADMIN-KWN,0,KWN541,2012-02-20,0,,,,1 1/2-2 water in June; many inverts in pool,state_lands_point2.shp,44.30364954,-72.32979632,,,,,,,f,f,f,f,f,f,,QualRank:C,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,90,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN542,44.299399,-72.247167,Confirmed,447,0,2021-03-24 10:41:49.661715,447,michaellewsmith,0,KWN542,2012-04-26,1,Certain,GPS,Groton SF,,GPS,44.29939900,-72.24716700,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Minor logging,f,f,f,f,f,f,,,6-12 Inches,More than 50%,Ephemeral,60,100,10,,15,,Leaf litter,f,f,f,f,f,,,0,13,Counted,,0,,,,0,,,,0,,,0,0,,,"Sphagnum moss submerged.  Cant get good egg counts due to lack of visibility.  Nice looking pool, if a bit shallow.  No sign of sallies; but they are likely here.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,95,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN547,44.301792,-72.291023,Confirmed,453,0,2021-03-24 10:41:49.661715,453,michaellewsmith,0,KWN547,2012-04-26,0,,,Groton SF,Along trail,GPS,44.30179200,-72.29102300,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,,6-12 Inches,More than 50%,Ephemeral,50,150,60,10,30,,Leaf litter,f,f,f,f,f,,,0,3,Counted,,0,,,,0,,,,0,,,0,0,,,"Likely assessed as a different pool id. [I dont know what that means now...].  Visibility poor due to floating leaves, can get good egg counts.  Looks like good habitat.  Likelly well used.  Swampy/ vegetated.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,95,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN548,44.301040,-72.290670,Confirmed,454,0,2021-03-24 10:41:49.661715,454,pziot@charter.net,0,KWN548,2009-05-25,1,Certain,GPS,"200 ft from MLS519, or just to left of trail from Owls Head trailhead to New Discovery Campground about 0.3 mi",extensive shallow pool,VT ANR Mapping Website,44.30104000,-72.29067000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,"about 50 ft from trail, not obvious; wide-spread shallow dip",6-12 Inches,Less than 50%,,20,60,,,,,Leaf litter,f,f,f,f,f,,,1,,,,0,4,Counted,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,85,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN613,44.236290,-72.450179,Confirmed,474,0,2021-03-24 10:41:49.661715,473,Matt Peters,0,KWN613,2010-05-28,1,Certain,Prior Knowledge,Park along Middle Rd. near junction with Gonyeau Rd. Follow GPS to point. pool within ~300ft of road,Allen Clark is owner and guided to site,GPS,44.23592000,-72.45058000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Minor logging,f,f,f,f,t,f,,Road within 300 ft. Minor firewood cutting in the general area.,12-24 Inches,Dry,Ephemeral,20,200,0,0,0,0,Leaf litter,f,f,f,f,f,,,0,,,,0,1,Counted,,0,,,,0,,,0,0,caddisfly larvae,,long pool between bedrock ledges,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,96,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN613,44.236290,-72.450179,Confirmed,474,0,2021-03-24 10:41:49.661715,474,ADMIN-KWN,0,KWN613,2012-02-20,0,,,,there are a number of nice looking pools here,state_lands_point2.shp,44.23628963,-72.45017946,,,,,,,f,f,f,f,f,f,,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,96,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
MLS554,44.445430,-73.221400,Confirmed,973,0,2021-03-24 10:41:49.661715,973,Eric,0,MLS554,2010-04-15,1,Certain,Prior Knowledge,,,,44.44543000,-73.22140000,Yes,Isolated Forest Depression,,,Mixed,Undisturbed,f,t,f,f,f,f,,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,1,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,215,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN646,43.959950,-72.169908,Confirmed,495,0,2021-03-24 10:41:49.661715,495,sfaccio,0,KWN646,2013-06-10,1,Certain,GPS,West of Millpond Rd.,,GPS,43.95995000,-72.16990800,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Minor logging,f,f,f,f,f,f,,VAST/ATV trail nearby,12-24 Inches,More than 50%,Ephemeral,25,60,0,0,0,0,Leaf litter,f,f,f,f,f,,,1,,,,0,,,,0,,,,0,,,0,0,caddis larvae,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,123,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN648,44.033140,-72.162740,Confirmed,498,0,2021-03-24 10:41:49.661715,497,sfaccio,0,KWN648,2014-05-20,1,Certain,Prior Knowledge,Chase Hollow Rd. to Parking area for Wrights Mt and Devils Den.  Go up Chase Hollow Trail ~0.5 mi. to pool on left.,shallow pool,VT ANR Mapping Website,44.03314200,-72.16274000,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Mixed,Minor logging,f,f,f,f,f,f,hiking trail,Skidder tracks immediately adjacent to pool at outlet.,6-12 Inches,Full,Ephemeral,15,100,0,5,0,0,Leaf litter,f,f,f,f,f,,,1,30,Estimated,,0,6,Counted,,0,,,,0,,,0,0,,,wood frog eggs mostly hatched.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,219,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN656,43.750206,-72.283889,Confirmed,1810,0,2021-03-24 10:41:49.661715,506,ADMIN-KWN,0,KWN656,2012-02-20,0,,,,,Norwich_VP.shp,43.75020578,-72.28388920,,,,,,,f,f,f,f,f,f,,marked as confirmed /Site of large SS migration in spring,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN690,43.736660,-72.366950,Confirmed,547,0,2021-03-24 10:41:49.661715,546,ADMIN-KWN,0,KWN690,2012-02-20,0,,,,,Norwich_VP.shp,43.73665591,-72.36695404,,,,,,,f,f,f,f,f,f,,marked as confirmed /May be semi-permanent hydroperiod,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN692,43.731620,-72.369860,Confirmed,550,0,2021-03-24 10:41:49.661715,549,ADMIN-KWN,0,KWN692,2012-02-20,0,,,,,Norwich_VP.shp,43.73161781,-72.36985687,,,,,,,f,f,f,f,f,f,,marked as confirmed /,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN700,43.713391,-72.324757,Confirmed,555,0,2021-03-24 10:41:49.661715,555,crimmer,0,KWN700,2011-05-09,1,Certain,Prior Knowledge,200 yards north of Reeves home at top of Elm Street,,VT ANR Mapping Website,43.71339100,-72.32475700,Yes,Isolated Forest Depression,No Inlet,No Outlet,Deciduous,Minor logging,f,t,f,f,f,f,home site with open meadow c. 200 yds to south,"Some white pine mixed in to west, but predominantly oak-maple-beech forest",12-24 Inches,Full,Semi-permanent,35,80,,,,,Leaf litter,f,f,f,f,f,,0,1,1,Counted,0,0,12,Counted,0,0,,,0,0,,,0,0,,,">500 recently-hatched wood frog tadpoles observed. One egg mass crumbled apart into separate cells when touched, embryos well-developed. Spotted salamander egg masses very firm, mostly in small area near center of pool, embryos variably developed.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN706,43.755120,-72.316090,Confirmed,558,0,2021-03-24 10:41:49.661715,558,sfaccio,0,KWN706,2012-04-03,1,Certain,GPS,West of New Boston Rd.,"Mapped coords off by ~50m, use coords entered.",GPS,43.75512000,-72.31609000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Minor logging,f,t,f,f,f,f,,"Nice pool, but not large number of amphibs (yet?).",12-24 Inches,More than 50%,Ephemeral,30,70,1,,,,Leaf litter,f,f,f,f,f,,,0,40,Estimated,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN713,43.747780,-72.281780,Confirmed,565,0,2021-03-24 10:41:49.661715,564,ADMIN-KWN,0,KWN713,2012-02-20,0,,,,"Definitely wet, other wetlland type?",Norwich_VP.shp,43.74782096,-72.28167777,,,,,,,f,f,f,f,f,f,,marked as confirmed /,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN740,43.731450,-72.371940,Confirmed,582,0,2021-03-24 10:41:49.661715,581,ADMIN-KWN,0,KWN740,2012-02-20,0,,,,Small pool,Norwich_VP.shp,43.73144566,-72.37193695,,,,,,,f,f,f,f,f,f,,"marked as confirmed /Small pool, somewhat isolated, probably not big enough in most years",,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN746,43.724612,-72.357814,Confirmed,0,0,2021-03-24 10:41:49.661715,586,ADMIN-KWN,0,KWN746,2012-02-20,0,,,,Large VP or small pond,Norwich_VP.shp,43.72461238,-72.35781403,,,,,,,f,f,f,f,f,f,,"marked as confirmed /Very nice, large pool.",,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN755,43.737380,-72.315960,Confirmed,592,0,2021-03-24 10:41:49.661715,592,gkellman,0,KWN755,2013-06-01,1,Certain,GPS,south of house near forest road,actual location of pool is different from coordinates on the website-within 50 feet,VT ANR Mapping Website,43.73738000,-72.31596000,Yes,Isolated Forest Depression,Ephemeral Inlet,Ephemeral Outlet,Mixed,Undisturbed,f,t,f,f,f,f,,"Hemlock, red maple, sugar maple, white pine, beech, yellow birch",6-12 Inches,More than 50%,Semi-permanent,36,95,0,0,5,0,Leaf litter,f,f,f,f,f,,2,0,,,,0,,,,0,,,,0,,,0,0,,,found many small larva that had encased themselves in a sheath made from bits if debris,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN756,43.736640,-72.315400,Confirmed,593,0,2021-03-24 10:41:49.661715,593,gkellman,0,KWN756,2013-06-01,1,Certain,GPS,south of house near forest road,actual location of pool was about 40 feet from given GPS point,VT ANR Mapping Website,43.73664000,-72.31540000,Yes,Isolated Forest Depression,Ephemeral Inlet,Ephemeral Outlet,Mixed,Undisturbed,f,t,f,f,f,f,,"hemlock, red maple, white ash",12-24 Inches,More than 50%,Semi-permanent,25,65,2,0,10,0,Leaf litter,f,f,f,f,f,,2,0,,,,0,,,,0,,,,0,,,0,0,spring peeper 8,,"3 deadfall snags in pool, 2 hemlock, 1 red maple",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN774,43.725220,-72.373860,Confirmed,610,0,2021-03-24 10:41:49.661715,609,ADMIN-KWN,0,KWN774,2012-02-20,0,,,,,Norwich_VP.shp,43.72533223,-72.37428960,,,,,,,f,f,f,f,f,f,,marked as confirmed /Very nice pool; deep,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN774,43.725220,-72.373860,Confirmed,610,0,2021-03-24 10:41:49.661715,610,alisonmarchione,0,KWN774,2015-05-11,0,Certain,GPS,"Small, narrow pool located on USFS-AT land. Right on the boundary.",,,43.72522000,-72.37386000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Minor logging,f,f,f,f,f,f,Directly next to trail,,6-12 Inches,Less than 50%,Ephemeral,5,50,0,0,2,0,Leaf litter,f,f,f,f,f,,,1,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN792,43.736900,-72.315750,Confirmed,635,0,2021-03-24 10:41:49.661715,634,ADMIN-KWN,0,KWN792,2012-02-20,0,,,,,Norwich_VP.shp,43.73621635,-72.31588253,,,,,,,f,f,f,f,f,f,,marked as confirmed /Nice pool,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN792,43.736900,-72.315750,Confirmed,635,0,2021-03-24 10:41:49.661715,635,gkellman,0,KWN792,2013-06-01,1,Certain,GPS,south of house,this point was listed as probable,VT ANR Mapping Website,43.73690000,-72.31575000,Yes,Isolated Forest Depression,Ephemeral Inlet,Ephemeral Outlet,Mixed,Undisturbed,f,t,f,f,f,f,,"Hemlock, red maple, red oak, white pine",6-12 Inches,More than 50%,Semi-permanent,15,20,0,0,5,0,Leaf litter,f,f,f,f,f,,2,0,,,,0,,,,0,,,,0,,,0,0,,,a mating pair of mallards was observed at this pool,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN814,44.537295,-73.090729,Confirmed,0,0,2021-03-24 10:41:49.661715,647,jarnold,0,KWN814,1900-01-01,1,Certain,GPS,Near Indian Brook,,VT ANR Mapping Website,,,Dont Know,Isolated Forest Depression,Ephemeral Inlet,Ephemeral Outlet,Mixed,Minor logging,f,f,f,f,f,f,,,12-24 Inches,Full,Semi-permanent,90,35,0,0,0,0,Leaf litter,f,f,f,f,f,,,0,,,,0,13,Counted,,0,,,,0,,,0,0,,,Masses of green frog eggs with tadpoles inside (not wood frogs).,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,212,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN851,43.942340,-72.193780,Confirmed,668,0,2021-03-24 10:41:49.661715,667,ADMIN-KWN,0,KWN851,2012-02-20,0,,,,Small pool below seepage wetland,VernalPool.shp,43.94234226,-72.19377878,,,,,,,f,f,f,f,f,f,,"Visited: None observed, should check in spring",,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,122,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
MLS967,43.688590,-72.613970,Confirmed,1054,0,2021-03-24 10:41:49.661715,1054,sfaccio,0,MLS967,2011-06-01,1,Certain,GPS,N of Lakota Rd.,,GPS,43.68859000,-72.61397000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Minor logging,f,f,f,f,f,f,,,12-24 Inches,More than 50%,Ephemeral,60,90,1,10,10,20,Leaf litter,f,f,f,f,f,,,1,,,,1,,,,0,,,,0,,,0,0,,,Hundreds of wood frog tadpoles,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,138,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN924,43.629840,-72.523040,Confirmed,707,0,2021-03-24 10:41:49.661715,706,ADMIN-KWN,0,KWN924,2012-02-20,0,,,,,WoodstockVP.shp,43.62964074,-72.52321223,,,,,,,f,f,f,f,f,f,,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,207,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
